order_id,user_id,product_id,quantity,amount,order_date
812,482,100081,77,227,2024-03-01
813,516,100047,55,226,2024-03-01
814,500,100065,46,218,2024-03-01
815,500,100082,1,211,2024-03-01
816,515,100053,78,194,2024-03-01
817,481,100039,31,111,2024-03-01
818,486,100017,89,112,2024-03-01
819,509,100052,93,148,2024-03-01
820,500,100067,74,102,2024-03-01
821,486,100076,29,10,2024-03-01
822,507,100034,94,34,2024-03-01
823,516,100087,92,140,2024-03-01
824,500,100050,15,37,2024-03-01
825,494,100045,77,176,2024-03-01
826,496,100071,63,177,2024-03-01
827,481,100044,64,124,2024-03-01
828,481,100078,35,230,2024-03-01
829,485,100078,22,220,2024-03-01
830,497,100062,91,66,2024-03-01
831,486,100015,51,102,2024-03-01
832,484,100090,9,137,2024-03-01
833,515,100027,78,61,2024-03-01
834,487,100084,64,33,2024-03-01
835,484,100041,93,105,2024-03-01
836,481,100074,61,24,2024-03-01
837,515,100031,98,155,2024-03-01
838,511,100072,65,18,2024-03-01
839,485,100020,66,205,2024-03-01
840,481,100037,63,183,2024-03-01
841,502,100097,90,25,2024-03-01
842,504,100068,99,15,2024-03-01
843,482,100065,43,50,2024-03-01
844,492,100002,73,32,2024-03-01
845,507,100070,53,145,2024-03-01
846,502,100047,18,15,2024-03-01
847,482,100005,26,243,2024-03-01
848,508,100057,36,101,2024-03-01
849,496,100007,33,126,2024-03-01
850,493,100056,5,157,2024-03-01
851,491,100065,8,171,2024-03-01
852,498,100010,87,91,2024-03-01
853,496,100085,70,29,2024-03-01
854,495,100076,76,246,2024-03-01
855,512,100095,60,207,2024-03-01
856,484,100013,51,184,2024-03-01
857,509,100079,16,170,2024-03-01
858,488,100016,93,137,2024-03-01
859,498,100054,98,239,2024-03-01
860,486,100004,22,29,2024-03-01
861,484,100045,41,239,2024-03-01
862,488,100041,91,138,2024-03-01
863,487,100043,18,24,2024-03-01
864,486,100008,13,127,2024-03-01
865,499,100023,70,211,2024-03-01
866,503,100033,95,42,2024-03-01
867,490,100015,26,101,2024-03-01
868,489,100098,86,101,2024-03-01
869,492,100099,37,208,2024-03-01
870,481,100074,4,153,2024-03-01
871,485,100045,10,31,2024-03-01
872,486,100048,79,10,2024-03-01
873,498,100060,35,115,2024-03-01
874,483,100019,3,245,2024-03-01
875,501,100011,48,113,2024-03-01
876,481,100033,99,187,2024-03-01
877,516,100081,18,146,2024-03-01
878,482,100007,94,196,2024-03-01
879,506,100017,46,168,2024-03-01
880,494,100034,93,242,2024-03-01
881,514,100054,12,27,2024-03-01
882,516,100034,29,245,2024-03-01
883,493,100076,47,119,2024-03-01
884,492,100056,97,157,2024-03-01
885,484,100036,40,199,2024-03-01
886,517,100050,41,199,2024-03-01
887,511,100065,70,92,2024-03-01
888,501,100017,59,220,2024-03-01
889,510,100035,61,111,2024-03-01
890,517,100084,13,181,2024-03-01
891,503,100093,98,245,2024-03-01
892,498,100049,38,117,2024-03-01
893,488,100014,44,230,2024-03-01
894,496,100026,68,237,2024-03-01
895,481,100071,31,93,2024-03-01
896,507,100087,61,19,2024-03-01
897,502,100098,17,244,2024-03-01
898,508,100045,42,185,2024-03-01
899,485,100092,97,114,2024-03-01
900,513,100061,60,136,2024-03-01
901,505,100092,94,92,2024-03-01
902,489,100076,1,247,2024-03-01
903,511,100066,50,118,2024-03-01
904,499,100004,59,195,2024-03-01
905,483,100072,14,74,2024-03-01
906,503,100089,56,45,2024-03-01
907,499,100091,20,57,2024-03-01
908,516,100015,96,119,2024-03-01
909,514,100090,28,168,2024-03-01
910,501,100097,6,24,2024-03-01
911,496,100080,61,84,2024-03-01
912,484,100072,69,232,2024-03-01
913,485,100031,1,90,2024-03-01
914,490,100044,98,218,2024-03-01
915,487,100022,62,227,2024-03-01
916,505,100014,13,31,2024-03-01
917,502,100010,41,105,2024-03-01
918,516,100019,37,33,2024-03-01
919,493,100002,96,145,2024-03-01
920,515,100097,38,91,2024-03-01
921,494,100019,37,55,2024-03-01
922,515,100081,5,44,2024-03-01
923,505,100044,31,95,2024-03-01
924,486,100080,30,92,2024-03-01
925,508,100009,78,233,2024-03-01
926,493,100092,26,195,2024-03-01
927,498,100079,60,29,2024-03-01
928,485,100098,81,80,2024-03-01
929,507,100084,17,191,2024-03-01
930,505,100083,42,138,2024-03-01
931,486,100062,98,219,2024-03-01
932,491,100030,51,68,2024-03-01
933,509,100055,11,177,2024-03-01
934,507,100003,98,240,2024-03-01
935,512,100011,15,22,2024-03-01
936,502,100021,6,27,2024-03-01
937,495,100058,56,175,2024-03-01
938,515,100092,73,148,2024-03-01
939,496,100041,26,234,2024-03-01
940,513,100052,42,19,2024-03-01
941,511,100049,89,168,2024-03-01
942,505,100062,10,14,2024-03-01
943,503,100022,40,119,2024-03-01
944,509,100039,45,124,2024-03-01
945,514,100046,31,225,2024-03-01
946,480,100012,93,214,2024-03-01
947,503,100076,25,41,2024-03-01
948,509,100026,61,28,2024-03-01
949,499,100048,36,129,2024-03-01
950,495,100021,60,91,2024-03-01
951,500,100077,99,201,2024-03-01
